ride_id,ride_datetime,pickup_location,drop_location,distance_km,ride_duration_min,base_fare,demand_level,weather,event_nearby,traffic_level,driver_id,rider_id,driver_rating,rider_rating,payment_method,ride_status,total_fare,is_fraudulent,predicted_demand_next_hour
166,2025-01-11 12:30:00,University,University,16.91,21.6,34.66,Low,Hot,No,Medium,1080,2120,4.31,3.52,Credit Card,Completed,35.24202902645953,0,775
167,2025-01-10 02:49:00,IT Park,University,18.3,32.0,46.16,Medium,Hot,No,High,1024,2308,3.42,3.73,Credit Card,Completed,87.86075835156439,1,126
168,2025-01-06 02:38:00,Station,University,16.82,33.7,94.1,Medium,Clear,No,High,1023,2363,3.64,3.87,Credit Card,Completed,125.55064917246987,0,556
169,2025-01-02 12:46:00,Station,Station,13.89,35.9,73.14,Medium,Hot,No,Medium,1010,2043,3.48,3.26,Cash,Completed,102.71299889710568,0,794
170,2025-01-02 10:58:00,Station,Station,1.43,29.3,47.24,Medium,Hot,No,Medium,1054,2135,4.11,3.91,Wallet,Completed,92.82503719556432,0,809
171,2025-01-14 10:53:00,Station,University,18.02,38.3,78.35,Low,Rainy,No,Low,1041,2373,3.22,4.62,Credit Card,Completed,84.39687523678018,0,948
172,2025-01-25 00:48:00,Station,Downtown,5.88,55.5,71.77,Medium,Foggy,No,High,1049,2426,4.87,4.66,Wallet,Cancelled,97.17738111933429,0,206
173,2025-01-06 11:39:00,IT Park,Mall,19.63,24.9,65.11,Low,Rainy,Yes,Medium,1017,2260,3.67,3.82,Cash,Cancelled,70.54974645966763,0,543
174,2025-01-10 18:05:00,IT Park,Mall,23.02,44.9,98.33,Medium,Rainy,No,Medium,1056,2197,3.44,4.04,UPI,Completed,124.6473334608756,0,800
175,2025-01-02 04:13:00,Mall,Mall,15.51,54.2,77.84,Medium,Foggy,No,Medium,1045,2133,3.99,3.07,Cash,Completed,113.39594299950126,0,135
176,2025-01-13 10:08:00,Downtown,Station,16.73,30.1,56.28,High,Foggy,No,High,1030,2459,3.55,4.35,Credit Card,Completed,111.65493185547146,0,696
177,2025-01-14 08:00:00,Station,Station,28.59,29.4,86.01,Low,Hot,No,Low,1044,2255,4.07,3.81,UPI,Completed,90.06237638250558,0,254
178,2025-01-03 12:40:00,Airport,Downtown,25.57,38.1,91.92,Medium,Hot,No,Medium,1074,2489,3.7,3.89,Cash,No-show,114.08822510123599,0,268
179,2025-01-04 10:17:00,IT Park,Mall,27.51,37.5,38.77,Low,Clear,No,Medium,1055,2220,3.26,4.75,Cash,Completed,55.93559445711911,0,895
180,2025-01-06 16:06:00,Airport,Mall,24.6,49.4,44.04,Medium,Rainy,No,Medium,1019,2336,3.53,3.92,Wallet,Completed,86.779260456869,0,371
181,2025-01-01 08:26:00,Airport,University,4.16,31.2,45.14,Medium,Foggy,No,Medium,1029,2041,3.88,3.04,Cash,Cancelled,95.07509188874684,0,646
182,2025-01-07 10:30:00,Airport,Station,5.32,59.8,78.38,High,Hot,Yes,Medium,1002,2478,3.06,3.45,UPI,Completed,156.3086710854133,0,519
183,2025-01-08 04:03:00,Mall,Mall,16.27,8.3,72.21,Low,Foggy,No,Medium,1036,2388,4.54,3.95,Cash,No-show,84.74092643495393,0,283
184,2025-01-28 16:48:00,IT Park,IT Park,8.14,5.2,73.33,Low,Hot,No,High,1019,2255,4.24,3.85,Credit Card,Completed,74.95561046641387,0,710
185,2025-01-01 07:33:00,Airport,Downtown,14.82,40.2,95.85,Medium,Clear,No,Low,1007,2002,4.2,4.72,Wallet,Completed,134.31508560147498,0,336
186,2025-01-08 09:08:00,Station,IT Park,12.44,21.4,84.31,Low,Clear,No,Medium,1026,2494,4.09,4.08,UPI,Completed,85.34000598930935,1,608
187,2025-01-17 03:03:00,University,IT Park,16.93,18.2,38.96,Low,Foggy,Yes,Low,1079,2195,4.18,4.38,UPI,Completed,50.05885778502274,0,540
188,2025-01-09 12:40:00,Airport,Downtown,22.66,22.2,54.33,Medium,Clear,Yes,Low,1038,2242,4.87,3.94,Cash,Completed,76.0086758124388,0,221
189,2025-01-05 20:13:00,Mall,IT Park,21.75,19.1,60.48,Low,Foggy,No,Low,1003,2149,3.02,3.88,Credit Card,Completed,62.81669472821362,0,516
190,2025-01-22 23:41:00,IT Park,Mall,16.12,6.7,57.72,Low,Hot,No,Medium,1080,2198,3.1,3.89,Wallet,Completed,65.80960535000376,0,634
191,2025-01-08 12:08:00,Mall,Station,24.85,58.4,76.85,Medium,Rainy,No,Medium,1066,2299,3.38,3.82,UPI,Cancelled,117.77418495927401,0,474
192,2025-01-12 19:41:00,Airport,Downtown,13.5,17.1,92.43,Medium,Clear,No,Low,1095,2245,3.33,4.08,Wallet,Completed,113.99730991087893,0,674
193,2025-01-04 11:34:00,IT Park,University,27.0,45.4,51.42,Low,Hot,No,Low,1092,2338,3.36,3.5,Cash,Completed,57.56899189922704,0,425
194,2025-01-10 11:53:00,University,IT Park,3.07,46.9,68.63,Low,Rainy,No,High,1071,2108,4.34,4.78,Credit Card,Completed,79.81790489276939,1,579
195,2025-01-24 04:38:00,Airport,Downtown,28.69,56.1,85.26,Medium,Rainy,No,Low,1094,2453,3.92,3.67,Cash,Completed,113.80904797211738,0,249
196,2025-01-02 12:22:00,Mall,Airport,19.99,6.7,59.14,Low,Rainy,No,High,1043,2393,4.98,3.3,Wallet,Completed,65.25716215989685,0,806
197,2025-01-09 13:20:00,Downtown,Airport,12.02,53.0,41.77,Medium,Hot,No,Low,1062,2212,3.45,3.19,Cash,Completed,61.78918382581605,0,691
198,2025-01-06 20:58:00,Station,Station,6.72,34.0,63.25,Low,Hot,No,Medium,1071,2156,3.62,3.03,Wallet,Completed,76.76255535397401,0,589
199,2025-01-19 19:46:00,Mall,Mall,14.9,39.8,33.87,Medium,Foggy,Yes,Medium,1093,2026,4.97,3.85,UPI,Completed,68.46700050823816,0,926
200,2025-01-11 20:30:00,IT Park,Station,6.64,40.4,95.97,Medium,Rainy,No,High,1024,2082,4.66,3.38,UPI,Completed,141.86392747517192,0,252
201,2025-01-16 21:06:00,Airport,Station,5.82,50.1,35.24,Medium,Rainy,No,Medium,1039,2083,3.94,3.04,Cash,Completed,68.69576823647446,0,116
202,2025-01-13 14:31:00,Station,Station,18.9,23.3,60.69,High,Rainy,No,Medium,1068,2131,4.11,4.04,UPI,Completed,160.05569911053306,0,650
203,2025-01-22 06:58:00,Airport,Station,16.17,45.3,67.09,Medium,Foggy,Yes,Low,1093,2329,4.69,4.36,Wallet,Cancelled,116.9324115408739,0,944
204,2025-01-30 13:04:00,IT Park,University,20.43,34.1,98.97,Low,Rainy,No,Medium,1044,2100,3.96,3.17,UPI,Cancelled,115.10742786537759,0,447
205,2025-01-08 19:50:00,Airport,University,27.96,48.6,41.62,Low,Hot,Yes,Medium,1005,2256,3.41,3.92,Credit Card,Completed,54.11591414667725,0,558
206,2025-01-07 16:06:00,Downtown,Downtown,16.44,59.5,38.01,Medium,Rainy,Yes,Low,1055,2479,4.66,4.49,Credit Card,Completed,72.88807503645138,0,301
207,2025-01-14 01:55:00,Station,Airport,17.85,16.0,30.61,Low,Clear,No,Low,1093,2049,4.08,4.97,Cash,Completed,36.29070581301555,0,522
208,2025-01-16 14:35:00,Station,Station,3.6,59.7,40.89,Low,Hot,No,High,1030,2401,3.31,4.33,Cash,Completed,43.37005989248285,0,379
209,2025-01-04 02:52:00,IT Park,Downtown,21.81,9.9,44.51,Medium,Foggy,No,Low,1029,2063,4.01,3.49,Cash,No-show,76.18481388057836,0,521
210,2025-01-13 20:02:00,Downtown,Airport,12.6,5.1,74.14,Medium,Rainy,No,Medium,1026,2311,3.83,4.43,Cash,Completed,116.81620078012396,0,699
211,2025-01-10 15:20:00,Mall,IT Park,29.33,7.4,45.38,Medium,Clear,Yes,Medium,1083,2407,4.75,4.2,Wallet,Completed,67.56951218841309,0,564
212,2025-01-10 16:05:00,Airport,Mall,24.87,23.8,31.44,Medium,Foggy,No,High,1026,2290,3.25,3.42,Wallet,No-show,77.39507474429776,0,911
213,2025-01-24 13:08:00,University,University,16.15,39.8,87.86,Medium,Foggy,No,High,1037,2105,4.75,4.7,Credit Card,Completed,120.7660808940391,0,903
214,2025-01-02 15:51:00,Airport,IT Park,4.57,8.8,55.59,Low,Hot,No,High,1091,2105,4.02,3.85,Wallet,Completed,62.64036922010911,0,454
215,2025-01-04 23:14:00,Airport,Airport,25.92,5.3,54.76,High,Foggy,No,Low,1094,2325,3.81,4.92,UPI,Completed,144.35824959823015,0,681
216,2025-01-21 18:49:00,Mall,IT Park,24.19,56.5,51.17,Low,Foggy,No,High,1053,2015,3.32,4.45,Credit Card,Completed,58.93595555897078,0,477
217,2025-01-03 22:07:00,Airport,Mall,6.35,50.2,98.28,Medium,Foggy,No,Low,1030,2175,4.4,4.29,Cash,Completed,144.98942624961953,0,223
218,2025-01-20 00:49:00,Downtown,Airport,9.56,49.5,41.91,Medium,Foggy,Yes,Medium,1003,2259,4.85,4.46,Cash,Completed,91.28674916769832,0,179
219,2025-01-10 03:56:00,Downtown,IT Park,24.01,53.6,92.88,Medium,Rainy,No,Medium,1043,2211,3.75,3.96,Wallet,Completed,127.70823084218372,0,656
220,2025-01-18 21:25:00,Station,University,6.37,43.5,84.38,Medium,Rainy,No,Low,1007,2412,3.48,4.01,Credit Card,Completed,132.4881209509802,0,332
221,2025-01-22 22:57:00,IT Park,University,27.61,10.7,35.35,Low,Rainy,Yes,High,1049,2259,4.11,4.7,Wallet,Completed,48.0690046090769,0,579
222,2025-01-06 06:56:00,University,Downtown,13.31,27.0,99.07,Medium,Rainy,No,Low,1073,2102,4.59,4.36,Wallet,Completed,145.89713488906585,0,253
223,2025-01-15 10:00:00,Airport,IT Park,3.52,44.8,49.0,Medium,Clear,No,Medium,1041,2260,3.01,4.79,Wallet,Completed,78.33135959253917,0,791
224,2025-01-01 03:21:00,Airport,Station,24.66,20.4,36.9,Medium,Rainy,No,Medium,1077,2344,4.26,4.78,Credit Card,Completed,66.24486274182806,0,508
225,2025-01-01 08:33:00,Mall,IT Park,11.83,42.8,88.05,High,Foggy,Yes,Medium,1079,2159,4.19,4.95,Cash,Completed,183.8475235256172,0,130
226,2025-01-24 05:11:00,IT Park,Airport,16.27,6.3,79.47,Medium,Rainy,Yes,Low,1054,2045,3.64,4.4,UPI,Completed,108.98041703452705,0,696
227,2025-01-05 17:27:00,Downtown,Airport,4.26,21.8,73.21,Low,Rainy,No,Medium,1069,2443,3.9,4.0,Cash,Completed,74.53509393908399,0,656
228,2025-01-21 21:53:00,University,IT Park,1.07,35.2,40.92,Low,Hot,No,High,1093,2301,3.49,3.33,Credit Card,Completed,60.0601383563871,0,602
229,2025-01-13 19:44:00,Station,Mall,19.5,39.8,63.49,Medium,Foggy,No,Medium,1099,2251,4.58,4.41,Cash,Completed,110.46071181640099,0,470
230,2025-01-25 23:02:00,Downtown,University,15.94,36.7,84.64,Medium,Rainy,No,Medium,1091,2331,4.27,3.58,Cash,Completed,107.70633944761867,0,422
231,2025-01-11 21:41:00,IT Park,Airport,18.21,43.4,51.25,Medium,Rainy,No,Low,1027,2165,4.07,3.57,UPI,Completed,75.53575286599477,0,431
232,2025-01-27 06:02:00,Station,University,24.02,5.3,51.82,Medium,Rainy,No,Medium,1008,2193,3.79,3.48,Cash,Completed,97.68055917032,0,342
233,2025-01-01 19:07:00,Mall,Airport,19.75,10.6,30.22,High,Clear,No,High,1032,2009,3.58,4.75,Cash,Completed,81.25706714031003,0,651
234,2025-01-13 03:01:00,Mall,Downtown,6.07,52.8,42.2,High,Rainy,No,Medium,1084,2401,4.65,4.74,Cash,Completed,93.77905060732104,0,529
235,2025-01-07 01:21:00,Airport,Station,11.46,42.5,91.28,High,Hot,No,Medium,1064,2374,3.9,4.26,Wallet,No-show,166.64827360324148,0,281
236,2025-01-13 03:01:00,IT Park,Airport,27.27,11.2,60.92,Low,Foggy,Yes,Medium,1010,2065,4.0,3.95,Credit Card,Completed,74.89142970261466,0,908
237,2025-01-21 20:40:00,University,University,23.33,51.3,98.9,Medium,Foggy,No,Medium,1013,2387,4.04,4.34,Credit Card,Completed,125.47484661213896,0,572
238,2025-01-18 09:18:00,Station,Downtown,17.14,18.3,57.7,Low,Rainy,No,Low,1063,2495,3.9,4.21,UPI,Completed,59.86050638716307,0,475
239,2025-01-05 22:37:00,Downtown,Airport,8.41,31.3,80.06,Low,Rainy,No,Low,1093,2282,3.51,3.83,Wallet,Completed,90.75756015128312,0,180
240,2025-01-06 01:42:00,IT Park,Mall,9.76,13.0,49.73,Medium,Rainy,No,Medium,1035,2181,3.24,3.76,Wallet,Completed,72.71984840666322,0,649
241,2025-01-07 07:44:00,IT Park,Station,22.23,44.1,55.47,Medium,Foggy,No,Medium,1061,2415,3.2,3.77,Cash,Completed,103.23160142976027,0,967
242,2025-01-24 18:02:00,Mall,Airport,25.68,41.7,43.35,Low,Foggy,No,Medium,1054,2282,4.51,4.18,Credit Card,Completed,62.63352522262302,0,519
243,2025-01-10 21:53:00,Airport,Downtown,20.47,16.6,54.29,Low,Clear,No,Medium,1008,2279,3.45,4.3,UPI,Completed,65.75573315214167,0,566
244,2025-01-04 07:01:00,Airport,Mall,24.48,52.5,68.31,Low,Hot,No,Medium,1029,2030,3.11,3.9,Wallet,Cancelled,71.33069984993853,0,527
245,2025-01-11 05:31:00,Station,IT Park,23.23,27.1,99.42,High,Clear,No,Low,1095,2266,4.6,4.94,Cash,Completed,195.9621834841597,0,156
246,2025-01-30 10:09:00,Mall,Downtown,5.34,21.1,76.49,Low,Hot,No,High,1041,2328,3.31,3.17,UPI,Completed,92.49468427866324,0,421
247,2025-01-15 00:59:00,IT Park,Downtown,13.29,13.4,43.95,Low,Clear,No,Medium,1030,2492,4.25,3.69,Wallet,Cancelled,54.41463055731064,0,641
248,2025-01-10 13:56:00,University,Mall,5.44,19.6,33.15,Medium,Foggy,Yes,Low,1086,2217,3.68,3.84,UPI,Completed,65.62449237785678,0,594
249,2025-01-09 14:56:00,Mall,Downtown,7.82,6.2,38.84,Medium,Clear,No,Low,1021,2320,3.25,3.03,Wallet,Cancelled,63.303112847023534,0,365
250,2025-01-29 03:52:00,Station,Mall,26.21,37.1,69.38,High,Hot,Yes,High,1076,2406,3.83,3.73,UPI,Completed,119.66173799307145,0,326
251,2025-01-29 01:37:00,Station,Airport,14.71,51.3,83.56,Low,Rainy,No,Low,1011,2399,3.03,3.55,Wallet,Completed,90.30829417372868,0,928
252,2025-01-08 02:44:00,Mall,Mall,16.53,35.2,95.83,Medium,Hot,No,High,1002,2379,4.68,4.01,Wallet,Completed,132.31568242568275,0,903
253,2025-01-18 14:04:00,Station,Mall,6.17,17.1,31.11,Medium,Rainy,No,Low,1050,2105,4.03,3.67,UPI,Completed,71.51170624564692,0,153
254,2025-01-29 22:24:00,Mall,Station,10.06,6.9,66.59,High,Foggy,No,High,1041,2184,3.28,4.45,Wallet,No-show,134.94374753725174,0,708
255,2025-01-07 05:03:00,Downtown,Mall,7.68,16.8,62.96,Medium,Hot,No,High,1066,2330,3.47,4.02,Wallet,Completed,102.11114588711823,0,103
256,2025-01-20 03:53:00,Mall,Mall,6.98,27.9,75.92,High,Clear,Yes,Medium,1098,2148,3.9,3.26,Wallet,Completed,151.73831592742687,0,538
257,2025-01-30 23:33:00,Mall,IT Park,19.5,46.8,69.17,Low,Hot,No,Low,1003,2105,3.38,4.5,UPI,Cancelled,87.21005198939804,0,409
258,2025-01-12 17:08:00,Station,Airport,8.45,15.3,78.09,Medium,Rainy,No,Low,1080,2047,3.54,3.2,UPI,Completed,123.90575678216112,0,978
259,2025-01-21 17:07:00,Station,Station,19.33,44.6,76.07,Medium,Foggy,No,Medium,1051,2087,4.07,4.68,Wallet,Cancelled,99.99160956850288,0,702
260,2025-01-11 07:43:00,Airport,IT Park,2.7,52.7,38.19,High,Clear,No,Medium,1068,2309,4.67,4.86,Wallet,Completed,93.72528444032554,0,188
261,2025-01-10 23:29:00,Airport,University,5.11,30.0,85.98,Low,Hot,Yes,Low,1087,2437,3.8,3.64,UPI,Completed,94.17692197420484,0,419
262,2025-01-06 08:20:00,Downtown,Airport,8.96,50.2,38.63,Low,Rainy,No,Low,1084,2129,4.43,4.85,Cash,Completed,48.46375572067543,0,474
263,2025-01-11 17:52:00,Airport,Airport,18.31,35.5,78.9,Medium,Clear,No,Medium,1025,2258,4.75,4.59,Wallet,Completed,121.80497226295117,0,703
264,2025-01-06 17:24:00,Mall,University,20.6,40.0,59.13,Low,Foggy,No,Medium,1030,2314,3.43,4.84,Cash,Completed,65.15796754834365,0,600
265,2025-01-13 18:46:00,Station,Mall,13.84,33.9,65.97,Low,Clear,Yes,Low,1082,2147,4.61,4.33,UPI,Cancelled,69.15523388682189,0,761
266,2025-01-18 00:04:00,Airport,IT Park,13.93,30.5,93.23,High,Foggy,No,Low,1011,2446,4.51,3.47,Wallet,Cancelled,176.77911706347592,1,333
267,2025-01-28 17:09:00,Airport,Downtown,22.01,17.9,92.29,Medium,Clear,No,High,1093,2462,3.71,4.79,Cash,Completed,114.58176651396118,0,436
268,2025-01-23 16:52:00,Downtown,Station,1.46,21.7,87.25,Medium,Hot,No,Medium,1017,2072,4.98,3.37,UPI,Completed,110.12416067360657,0,670
269,2025-01-10 02:08:00,IT Park,Downtown,10.89,20.9,65.71,Medium,Rainy,No,Medium,1026,2486,3.53,3.43,Cash,Cancelled,100.55827625705906,0,284
270,2025-01-01 00:05:00,Downtown,University,24.74,36.0,81.54,Medium,Hot,No,Medium,1023,2140,3.51,3.54,Credit Card,Completed,126.11813084430796,0,537
271,2025-01-13 23:37:00,Mall,Airport,18.49,11.6,65.9,Low,Hot,No,Low,1056,2410,4.54,3.61,UPI,Completed,79.45226351085223,0,655
272,2025-01-07 16:27:00,Station,Airport,10.78,55.4,90.87,Low,Foggy,No,Medium,1052,2027,3.87,4.03,Credit Card,Completed,91.6386619486494,0,279
273,2025-01-19 11:47:00,Downtown,Station,27.26,44.6,58.19,Medium,Foggy,No,Medium,1048,2029,3.66,4.43,UPI,Cancelled,82.43807726838965,0,175
274,2025-01-23 22:30:00,Airport,Airport,23.41,27.1,97.92,Medium,Foggy,No,High,1020,2271,3.36,4.85,UPI,Completed,129.19181771187309,0,755
275,2025-01-02 17:26:00,Station,Airport,8.68,13.7,95.26,Medium,Hot,No,Medium,1002,2174,4.53,3.18,Wallet,Completed,123.72426386165131,0,712
276,2025-01-29 23:13:00,Station,Station,19.71,53.5,81.91,Low,Clear,No,Low,1088,2253,4.57,4.91,Credit Card,Completed,92.06120498221051,0,992
277,2025-01-01 16:34:00,Airport,IT Park,18.28,50.3,49.56,Medium,Clear,Yes,High,1031,2385,4.13,4.84,Credit Card,Completed,84.21063860843601,0,371
278,2025-01-28 13:53:00,Downtown,IT Park,12.63,44.7,39.22,High,Hot,No,Medium,1027,2060,4.91,3.11,Credit Card,Cancelled,104.6846531861515,0,154
279,2025-01-30 07:25:00,Airport,Station,11.64,19.9,89.83,High,Hot,No,High,1002,2107,3.64,3.72,UPI,No-show,147.9093750879034,0,800
280,2025-01-28 08:34:00,IT Park,University,10.96,27.1,41.57,High,Rainy,Yes,High,1078,2220,3.44,4.63,Credit Card,Completed,132.71903126571453,0,962
281,2025-01-17 03:55:00,Station,Airport,18.9,10.7,89.8,Medium,Foggy,No,Low,1004,2441,4.35,4.22,Credit Card,Completed,125.73440290113037,0,946
282,2025-01-12 17:21:00,University,Airport,13.83,15.4,64.35,Medium,Foggy,No,Medium,1013,2259,4.52,4.56,Wallet,No-show,111.16362281029993,0,176
283,2025-01-12 10:07:00,University,University,25.12,48.1,58.46,Medium,Hot,No,Medium,1035,2371,3.45,4.44,Cash,Completed,86.16213323898435,0,395
284,2025-01-30 02:50:00,Mall,IT Park,20.42,44.3,93.22,Low,Hot,No,Medium,1072,2146,3.15,3.99,Cash,Completed,106.81281909999346,0,318
285,2025-01-08 14:36:00,Airport,Mall,3.03,37.6,72.27,Medium,Clear,Yes,Medium,1066,2052,4.62,3.08,Credit Card,Cancelled,100.16577512540267,0,376
286,2025-01-28 19:42:00,Airport,Mall,19.56,54.3,70.36,Medium,Hot,Yes,High,1006,2060,4.95,4.17,Credit Card,Completed,100.50323973779108,0,677
287,2025-01-23 14:28:00,Mall,Mall,8.86,37.1,69.11,Low,Clear,No,Medium,1031,2034,4.29,3.1,Credit Card,Completed,82.29068266166647,0,747
288,2025-01-16 00:26:00,Mall,IT Park,18.19,30.7,55.98,Medium,Hot,No,Low,1010,2096,3.56,4.21,Credit Card,Completed,96.89658982425769,0,845
289,2025-01-25 08:08:00,Mall,IT Park,20.72,23.7,85.0,High,Rainy,No,Low,1021,2477,4.99,4.6,Cash,Completed,145.31694392910444,0,810
290,2025-01-06 15:35:00,Station,University,7.69,56.7,47.7,Low,Rainy,Yes,Medium,1074,2089,4.79,4.17,Wallet,Completed,66.89504208800713,0,365
291,2025-01-18 23:52:00,IT Park,Airport,14.25,9.5,95.72,High,Clear,Yes,Low,1023,2316,4.03,4.99,UPI,Completed,151.75436525809863,0,999
292,2025-01-03 10:06:00,Airport,University,6.52,56.2,92.58,Low,Foggy,No,Medium,1003,2410,4.65,3.91,Credit Card,No-show,105.09283256405044,0,142
293,2025-01-17 07:13:00,Station,University,2.52,50.5,53.62,Medium,Rainy,No,Medium,1032,2231,4.63,4.5,Credit Card,Completed,82.53060686432448,0,460
294,2025-01-12 08:32:00,Mall,IT Park,11.98,12.1,81.06,Medium,Clear,No,Medium,1020,2456,4.87,4.33,Cash,Completed,124.11614291034249,0,327
295,2025-01-01 02:07:00,Airport,Mall,11.53,36.1,70.13,Medium,Hot,Yes,Low,1074,2275,4.68,4.98,Credit Card,Completed,102.95819462326088,0,326
296,2025-01-17 15:38:00,Station,Downtown,29.87,52.7,53.64,High,Hot,No,Medium,1029,2246,4.29,4.43,Wallet,Completed,138.2074932138081,0,162
297,2025-01-27 15:50:00,IT Park,Airport,13.94,36.4,99.2,High,Clear,No,Low,1052,2111,4.22,3.33,Wallet,Completed,183.95196882487022,0,270
298,2025-01-28 12:09:00,Station,IT Park,10.67,54.9,31.77,Medium,Foggy,No,Medium,1046,2234,3.93,4.91,Credit Card,Completed,79.65471268302399,0,861
299,2025-01-20 17:52:00,IT Park,Mall,17.83,56.9,47.69,Low,Clear,Yes,Medium,1034,2278,4.25,4.34,Cash,Completed,58.43014573187848,0,949
300,2025-01-27 18:07:00,Mall,Downtown,3.57,28.2,66.41,High,Clear,No,Medium,1084,2477,4.59,3.12,Credit Card,Completed,142.46480897900625,0,861
301,2025-01-14 05:20:00,IT Park,Downtown,28.89,25.8,66.54,Low,Rainy,No,Medium,1061,2417,4.94,4.32,Credit Card,Completed,75.63015780140964,0,406
302,2025-01-26 23:30:00,Airport,IT Park,19.41,56.5,71.23,High,Clear,No,Low,1072,2166,3.93,4.77,Cash,Completed,129.35301069184166,0,849
303,2025-01-14 10:10:00,Mall,Station,22.89,42.1,82.62,Medium,Clear,No,Medium,1071,2128,4.15,4.15,Wallet,Completed,132.4306757764901,0,667
304,2025-01-16 19:57:00,Airport,Airport,5.94,11.4,73.64,Low,Hot,No,Low,1070,2237,3.89,3.71,UPI,Completed,77.39967744152068,0,782
305,2025-01-24 01:18:00,University,Downtown,12.87,7.3,72.02,Medium,Rainy,Yes,Medium,1011,2494,4.34,4.64,Credit Card,Completed,110.41819807979604,0,133
306,2025-01-14 17:35:00,Downtown,IT Park,13.26,36.1,33.75,Low,Hot,No,Low,1082,2291,4.26,4.57,Wallet,Completed,38.25673822908656,0,926
307,2025-01-08 13:09:00,IT Park,IT Park,24.83,56.2,56.36,Low,Hot,No,Medium,1093,2107,3.04,4.09,Credit Card,Completed,75.845751120252,0,741
308,2025-01-11 12:12:00,Downtown,Mall,1.04,51.4,46.24,Medium,Foggy,No,High,1089,2128,4.08,3.31,UPI,Completed,88.60753014668575,0,229
309,2025-01-23 00:29:00,Downtown,Station,9.72,42.2,48.58,Low,Foggy,No,Medium,1063,2195,3.18,3.5,Cash,No-show,66.77329943218233,0,493
310,2025-01-11 23:31:00,IT Park,Airport,29.46,12.7,68.8,Low,Rainy,Yes,Medium,1021,2339,3.05,4.48,Wallet,Completed,73.31107993207249,0,250
311,2025-01-26 10:43:00,Mall,University,14.77,19.0,43.97,Low,Rainy,No,Medium,1003,2394,4.58,4.61,UPI,Completed,47.75418010611553,0,754
312,2025-01-05 17:07:00,University,Mall,12.09,53.2,50.58,Medium,Foggy,No,Low,1082,2475,3.52,3.56,Credit Card,Completed,70.84651411486483,0,729
313,2025-01-22 10:35:00,Airport,Downtown,4.48,15.1,46.6,Low,Foggy,No,High,1088,2143,3.68,3.74,UPI,Completed,62.18758156606641,0,815
314,2025-01-26 01:37:00,Station,Downtown,29.25,20.3,96.4,Medium,Foggy,No,Low,1010,2395,3.13,3.16,Wallet,Cancelled,134.30173011977593,0,483
315,2025-01-26 19:00:00,Airport,Mall,1.58,12.1,96.13,Low,Foggy,Yes,High,1027,2111,3.36,4.43,Cash,Completed,100.72591367210518,0,846
316,2025-01-28 03:03:00,Station,IT Park,22.38,42.2,72.7,High,Foggy,No,Medium,1012,2090,4.53,3.01,Credit Card,Completed,152.3386149663766,0,116
317,2025-01-01 12:22:00,Airport,Downtown,23.29,56.9,94.72,High,Hot,No,Medium,1007,2251,3.99,3.09,Cash,Completed,189.52988991396978,0,693
318,2025-01-11 07:51:00,IT Park,Station,8.07,19.8,85.01,Low,Rainy,No,Medium,1017,2280,4.76,3.01,Cash,Completed,87.63074450731096,0,113
319,2025-01-23 02:07:00,University,Airport,20.48,31.1,71.3,Medium,Hot,No,Medium,1065,2333,3.79,4.29,UPI,Completed,107.13727593494704,0,180
320,2025-01-08 10:22:00,Station,Station,3.69,39.9,30.45,High,Hot,No,Medium,1064,2224,3.54,3.83,UPI,No-show,117.96765612041715,0,306
321,2025-01-16 03:57:00,Mall,Downtown,8.45,60.0,84.08,High,Clear,Yes,Low,1026,2101,3.7,3.6,Wallet,Completed,164.65456671911716,0,303
322,2025-01-14 19:05:00,Airport,University,23.85,10.8,79.17,Medium,Hot,No,Medium,1015,2132,4.43,4.83,Wallet,Completed,113.10600753974292,0,478
323,2025-01-21 11:54:00,Airport,Airport,26.08,32.4,73.07,Low,Foggy,Yes,Medium,1033,2013,4.11,3.39,Cash,Completed,74.30332414614807,0,883
324,2025-01-30 11:51:00,Station,Airport,18.65,26.2,83.23,Medium,Foggy,Yes,High,1062,2457,4.81,3.78,Wallet,Completed,128.72259146802998,0,643
325,2025-01-12 03:33:00,Mall,Mall,15.7,52.6,65.9,Medium,Clear,No,Medium,1047,2441,4.2,4.88,Cash,Completed,95.25935204943696,0,122
326,2025-01-18 22:54:00,Mall,Mall,5.62,31.2,79.29,Medium,Clear,No,Low,1095,2497,3.99,3.85,Credit Card,Completed,123.81396033532883,0,713
327,2025-01-06 00:16:00,IT Park,University,2.83,11.1,95.46,Medium,Clear,Yes,Medium,1035,2098,4.57,4.11,Cash,Completed,119.12818558164048,0,261
328,2025-01-17 09:24:00,IT Park,IT Park,4.41,39.9,56.31,High,Clear,No,Medium,1065,2120,4.9,3.16,Wallet,Completed,125.11748921147219,0,709
329,2025-01-22 16:29:00,IT Park,Airport,7.59,47.4,79.57,High,Clear,Yes,Low,1072,2293,3.71,4.58,Wallet,Completed,139.58602430369106,0,243
330,2025-01-10 02:49:00,IT Park,University,10.91,5.2,63.3,Low,Hot,No,Low,1076,2304,3.5,3.85,Cash,Completed,73.266494192965,0,203
331,2025-01-24 07:08:00,IT Park,Mall,12.05,52.2,77.21,Low,Clear,No,High,1083,2199,4.23,4.6,UPI,Completed,93.70231478591559,0,481
